train,test,k,x,red,perc,reg,sobel,quant_t,train_t,test_t,clf_t,pred_t,color_t,error
Train/img_2.jpg,Train/img_2.jpg,8,5,16,5,1,True,0.45223502,2.415821428,48.314195836,3.287047733,0.016822736,0.864896228,11.1816627712
Train/img_2.jpg,Train/img_2.jpg,8,5,16,5,1,True,0.412532723,2.986527251,,3.545231418,0.025934735,2.438530869,12.2238385272
Train/img_2.jpg,Train/img_2.jpg,8,5,16,10,1.5,True,0.537630506,4.92824418,,8.065450848,0.018544207,0.775204641,9.7001851115
Train/img_2.jpg,Train/img_2.jpg,16,10,32,10,1,False,0.720131259,6.933812948,,28.988718472,0.058670613,1.243070175,10.379169115
Train/img_2.jpg,Train/img_2.jpg,8,5,16,10,1,True,0.388796201,5.027563137,72.970186766,9.682557624,0.018595944,1.818794052,10.6093965045
Train/img_2.jpg,Train/img_2.jpg,8,7,16,10,1,True,0.434723957,5.693609283,64.605105716,8.623582799,0.019188849,1.091413353,10.6949065463
Train/img_2.jpg,Train/img_2.jpg,8,5,32,10,1,True,0.445686654,5.143495433,,14.95491553,0.029987218,0.836263699,11.7142599251
Train/img_2.jpg,Train/img_2.jpg,8,10,32,10,1,True,0.430194264,8.293551798,,13.372292196,0.031482063,0.777071045,13.7226940432
Train/img_2.jpg,Train/img_2.jpg,16,10,32,10,1,True,0.812334187,9.066553307,103.774466451,26.476326914,0.061925427,1.914048396,15.9821179324
Train/img_2.jpg,Train/img_2.jpg,8,5,16,15,1,True,0.562081426,7.792104178,,16.425599908,0.01701797,0.792214824,10.9254341259
Train/img.jpg,Train/img.jpg,8,5,16,10,1.0,True,0.3089996360013174,2.332669485000224,23.850613230000818,3.7611113240000122,0.008734196999284904,0.4914885439993668,9.12930832961165
Train/img.jpg,Train/img.jpg,16,10,16,10,1.0,True,0.4676989340005093,3.2956468960001075,35.416714036000485,7.196635995000179,0.017766560999007197,0.7689153450010053,10.811007424905597
Train/img.jpg,Train/img.jpg,16,5,32,10,1.0,True,0.5756395519983926,2.4462023289997887,33.20169599399924,13.647830304000308,0.06897543600098288,0.8500049409994972,9.877506407669694
Train/img.jpg,Train/img.jpg,8,5,32,5,1.0,True,0.3559115629996086,1.4926829479991284,24.81951558900073,2.5344365389992163,0.021857755000382895,0.5271110930007126,10.872937416421133
Train/img.jpg,Train/img.jpg,8,5,32,5,1.0,False,0.3191492189998826,1.231230653998864,27.28106394600036,4.238534991000051,0.05519582099987019,1.0365886079998745,8.944991681883845
Train/img.jpg,Train/img.jpg,8,5,32,5,1.25,False,0.40673933399921225,2.040428927000903,51.96526421899944,3.274500192999767,0.019575197000449407,0.8135743969996838,11.194619453860767
Train/lssd2456.jpg,Train/lssd2456.jpg,8,5,32,5,1.0,True,0.28012150199901953,0.7872079359985946,11.572004481000477,1.1201516199998878,0.006659636999756913,0.2730571330012026,14.332914479547568
Train/lssd2456.jpg,Train/lssd2456.jpg,8,5,32,10,1.0,True,0.16163787100049376,1.1665427669995552,12.256905223001013,1.9598739680004655,0.008687621000717627,0.21628035600042494,8.269408546811055
Train/lssd2456.jpg,Train/lssd2456.jpg,8,5,32,10,1.0,False,0.18288432100052887,1.3219663159998163,13.65246771099919,2.0072693929996603,0.007178471001680009,0.3384723520011903,18.496381727295464
Train/lssd2456.jpg,Train/lssd2456.jpg,8,5,16,10,1.0,True,0.1549101510008768,1.136213425999813,14.845466036000289,1.4668963069998426,0.0030885110008966876,0.31799012499868695,16.92800113367426
Train/lssd2456.jpg,Train/lssd2456.jpg,8,5,16,5,1.0,True,0.17252612900119857,0.588310774999627,14.162141594000786,0.7445157900001504,0.0029057629999442725,0.3007304460006708,9.917320377729403
Train/lssd2456.jpg,Train/lssd2456.jpg,4,5,16,5,1.0,True,0.11060790500050643,0.6289863860001788,17.90466653600015,0.3256565800002136,0.001603229999091127,0.1876895160003187,17.801672426942723
Train/lssd2456.jpg,Train/lssd2456.jpg,8,10,16,5,1.0,True,0.17876376500134938,0.8602815740014194,63.71305430200118,1.1684647929996572,0.003268504000516259,2.2100637090006785,9.2676536968959
